x,y,z,k
39.637,-41.469,-17.277,615.7880
39.637,-41.469,-16.613,614.7933
39.637,-41.469,-15.949,613.7710
39.637,-41.469,-15.284,612.6342
39.637,-41.469,-14.620,611.3649
39.637,-41.469,-13.956,610.0002
39.637,-41.469,-13.292,608.5299
39.637,-41.469,-12.628,606.9910
39.637,-41.469,-11.964,605.4984
39.637,-41.469,-11.300,604.2758
39.637,-41.469,-10.636,603.4701
39.637,-41.469,-9.972,603.1864
39.637,-41.469,-9.307,603.6974
39.637,-41.469,-8.643,604.9589
39.637,-41.469,-7.979,606.7902
39.637,-41.469,-7.315,609.0777
39.637,-41.469,-6.651,611.6592
39.637,-41.469,-5.987,614.4186
39.637,-41.469,-5.323,617.2935
39.637,-41.469,-4.659,620.2191
39.637,-41.469,-3.995,623.1111
39.637,-41.469,-3.330,625.9099
39.637,-41.469,-2.666,628.5549
39.637,-41.469,-2.002,630.9678
39.637,-41.469,-1.338,633.0190
39.637,-41.469,-0.674,634.4071
39.637,-41.469,-0.010,634.8704
39.637,-41.469,0.654,634.5518
39.637,-41.469,1.318,633.4337
39.637,-41.469,1.982,631.8375
39.637,-41.469,2.647,630.0813
39.637,-41.469,3.311,628.2762
39.637,-41.469,3.975,626.4463
39.637,-41.469,4.639,624.5869
39.637,-41.469,5.303,622.6744
39.637,-41.469,5.967,620.6840
39.637,-41.469,6.631,618.5788
39.637,-41.469,7.295,616.3311
39.637,-41.469,7.959,613.9543
39.637,-41.469,8.624,611.5095
39.637,-41.469,9.288,609.2280
39.637,-41.469,9.952,607.7050
39.637,-41.469,10.616,607.4821
39.637,-41.469,11.280,608.5846
39.637,-41.469,11.944,611.1927
39.637,-41.469,12.608,614.7758
39.637,-41.469,13.272,618.6111
39.637,-41.469,13.936,622.2192
39.637,-41.469,14.600,625.2825
39.637,-41.469,15.265,627.5949
39.637,-41.469,15.929,629.0710
39.637,-41.469,16.593,629.6052
39.637,-41.469,17.257,629.1835
39.637,-41.469,17.921,627.9275
39.637,-41.469,18.585,625.9811
39.637,-41.469,19.249,623.4419
39.637,-41.469,19.913,620.3646
39.637,-41.469,20.577,616.9281
39.637,-41.469,21.242,613.4031
39.637,-41.469,21.906,610.0233
39.637,-41.469,22.570,607.0465
39.637,-41.469,23.234,604.5835
39.637,-41.469,23.898,602.7530
39.637,-41.469,24.562,601.4870
39.637,-41.469,25.226,600.5659
39.637,-41.469,25.890,599.8514
39.637,-41.469,26.554,599.2552
39.637,-41.469,27.219,598.7431
39.637,-41.469,27.883,598.3358
39.637,-41.469,28.547,597.8981
39.637,-41.469,29.211,597.4263
39.637,-41.469,29.875,597.0120
39.637,-41.469,30.539,596.5768
39.637,-41.469,31.203,596.1864
39.637,-41.469,31.867,595.8053
39.637,-41.469,32.531,595.4406
39.637,-41.469,33.196,595.0900
39.637,-41.469,33.860,594.8319
39.637,-40.333,-18.605,617.0036
39.637,-40.333,-17.941,616.1889
39.637,-40.333,-17.277,615.0468
39.637,-40.333,-16.613,613.8444
39.637,-40.333,-15.949,612.6010
39.637,-40.333,-15.284,611.2685
39.637,-40.333,-14.620,609.8116
39.637,-40.333,-13.956,608.2572
39.637,-40.333,-13.292,606.6012
39.637,-40.333,-12.628,604.8831
39.637,-40.333,-11.964,603.2201
39.637,-40.333,-11.300,601.8641
39.637,-40.333,-10.636,601.0175
39.637,-40.333,-9.972,600.7818
39.637,-40.333,-9.307,601.4181
39.637,-40.333,-8.643,602.8687
39.637,-40.333,-7.979,604.9182
39.637,-40.333,-7.315,607.4333
39.637,-40.333,-6.651,610.2666
39.637,-40.333,-5.987,613.3031
39.637,-40.333,-5.323,616.4501
39.637,-40.333,-4.659,619.6363
39.637,-40.333,-3.995,622.7811
39.637,-40.333,-3.330,625.8227
39.637,-40.333,-2.666,628.7001
39.637,-40.333,-2.002,631.3315
39.637,-40.333,-1.338,633.5755
39.637,-40.333,-0.674,635.0944
39.637,-40.333,-0.010,635.5960
39.637,-40.333,0.654,635.2386
39.637,-40.333,1.318,633.9884
39.637,-40.333,1.982,632.1988
39.637,-40.333,2.647,630.2266
39.637,-40.333,3.311,628.1954
39.637,-40.333,3.975,626.1371
39.637,-40.333,4.639,624.0630
39.637,-40.333,5.303,621.9552
39.637,-40.333,5.967,619.7936
39.637,-40.333,6.631,617.5499
39.637,-40.333,7.295,615.2014
39.637,-40.333,7.959,612.7452
39.637,-40.333,8.624,610.2404
39.637,-40.333,9.288,607.9203
39.637,-40.333,9.952,606.3775
39.637,-40.333,10.616,606.1837
39.637,-40.333,11.280,607.3979
39.637,-40.333,11.944,610.2482
39.637,-40.333,12.608,614.2318
39.637,-40.333,13.272,618.6389
39.637,-40.333,13.936,622.9906
39.637,-40.333,14.600,626.9357
39.637,-40.333,15.265,630.2016
39.637,-40.333,15.929,632.6784
39.637,-40.333,16.593,634.2435
39.637,-40.333,17.257,634.7945
39.637,-40.333,17.921,634.3090
39.637,-40.333,18.585,632.8763
39.637,-40.333,19.249,630.6420
39.637,-40.333,19.913,627.6187
39.637,-40.333,20.577,623.8869
39.637,-40.333,21.242,619.6652
39.637,-40.333,21.906,615.2468
39.637,-40.333,22.570,610.9625
39.637,-40.333,23.234,607.0182
39.637,-40.333,23.898,603.7421
39.637,-40.333,24.562,601.2177
39.637,-40.333,25.226,599.2926
39.637,-40.333,25.890,597.8816
39.637,-40.333,26.554,596.8250
39.637,-40.333,27.219,596.0217
39.637,-40.333,27.883,595.3620
39.637,-40.333,28.547,594.7875
39.637,-40.333,29.211,594.2590
39.637,-40.333,29.875,593.8507
39.637,-40.333,30.539,593.4356
39.637,-40.333,31.203,593.0848
39.637,-40.333,31.867,592.7241
39.637,-40.333,32.531,592.3870
39.637,-40.333,33.196,592.0885
39.637,-40.333,33.860,591.8539
39.637,-39.197,-18.605,616.6736
39.637,-39.197,-17.941,615.8227
39.637,-39.197,-17.277,614.6397
39.637,-39.197,-16.613,613.3667
39.637,-39.197,-15.949,612.0191
39.637,-39.197,-15.284,610.5928
39.637,-39.197,-14.620,609.0726
39.637,-39.197,-13.956,607.4514
39.637,-39.197,-13.292,605.7382
39.637,-39.197,-12.628,603.9768
39.637,-39.197,-11.964,602.2635
39.637,-39.197,-11.300,600.8633
39.637,-39.197,-10.636,600.0529
39.637,-39.197,-9.972,599.9400
39.637,-39.197,-9.307,600.7444
39.637,-39.197,-8.643,602.4006
39.637,-39.197,-7.979,604.6646
39.637,-39.197,-7.315,607.3663
39.637,-39.197,-6.651,610.3749
39.637,-39.197,-5.987,613.5946
39.637,-39.197,-5.323,616.9218
39.637,-39.197,-4.659,620.2677
39.637,-39.197,-3.995,623.5601
39.637,-39.197,-3.330,626.7451
39.637,-39.197,-2.666,629.7655
39.637,-39.197,-2.002,632.5413
39.637,-39.197,-1.338,634.9259
39.637,-39.197,-0.674,636.5479
39.637,-39.197,-0.010,637.0738
39.637,-39.197,0.654,636.6616
39.637,-39.197,1.318,635.2501
39.637,-39.197,1.982,633.2143
39.637,-39.197,2.647,630.9408
39.637,-39.197,3.311,628.5615
39.637,-39.197,3.975,626.1220
39.637,-39.197,4.639,623.6578
39.637,-39.197,5.303,621.1739
39.637,-39.197,5.967,618.6649
39.637,-39.197,6.631,616.1222
39.637,-39.197,7.295,613.5275
39.637,-39.197,7.959,610.8788
39.637,-39.197,8.624,608.2561
39.637,-39.197,9.288,605.9044
39.637,-39.197,9.952,604.3873
39.637,-39.197,10.616,604.2508
39.637,-39.197,11.280,605.5210
39.637,-39.197,11.944,608.3991
39.637,-39.197,12.608,612.4220
39.637,-39.197,13.272,616.9567
39.637,-39.197,13.936,621.5855
39.637,-39.197,14.600,625.9716
39.637,-39.197,15.265,629.8297
39.637,-39.197,15.929,633.0117
39.637,-39.197,16.593,635.4062
39.637,-39.197,17.257,636.8857
39.637,-39.197,17.921,637.2715
39.637,-39.197,18.585,636.5715
39.637,-39.197,19.249,634.9851
39.637,-39.197,19.913,632.5599
39.637,-39.197,20.577,629.2781
39.637,-39.197,21.242,625.1439
39.637,-39.197,21.906,620.4724
39.637,-39.197,22.570,615.6471
39.637,-39.197,23.234,610.9236
39.637,-39.197,23.898,606.5996
39.637,-39.197,24.562,602.8013
39.637,-39.197,25.226,599.5683
39.637,-39.197,25.890,597.0628
39.637,-39.197,26.554,595.2131
39.637,-39.197,27.219,593.7967
39.637,-39.197,27.883,592.6375
39.637,-39.197,28.547,591.7207
39.637,-39.197,29.211,591.0467
39.637,-39.197,29.875,590.5655
39.637,-39.197,30.539,590.1525
39.637,-39.197,31.203,589.8454
39.637,-39.197,31.867,589.5406
39.637,-39.197,32.531,589.2482
39.637,-39.197,33.196,588.9731
39.637,-39.197,33.860,588.7727
39.637,-38.061,-18.605,616.8664
39.637,-38.061,-17.941,616.0464
39.637,-38.061,-17.277,614.9196
39.637,-38.061,-16.613,613.7022
39.637,-38.061,-15.949,612.3938
39.637,-38.061,-15.284,611.0111
39.637,-38.061,-14.620,609.5568
39.637,-38.061,-13.956,607.9997
39.637,-38.061,-13.292,606.3576
39.637,-38.061,-12.628,604.6895
39.637,-38.061,-11.964,603.0755
39.637,-38.061,-11.300,601.7875
39.637,-38.061,-10.636,601.1405
39.637,-38.061,-9.972,601.2254
39.637,-38.061,-9.307,602.2389
39.637,-38.061,-8.643,604.1039
39.637,-38.061,-7.979,606.5621
39.637,-38.061,-7.315,609.4034
39.637,-38.061,-6.651,612.5046
39.637,-38.061,-5.987,615.7824
39.637,-38.061,-5.323,619.1393
39.637,-38.061,-4.659,622.4813
39.637,-38.061,-3.995,625.7456
39.637,-38.061,-3.330,628.8971
39.637,-38.061,-2.666,631.8933
39.637,-38.061,-2.002,634.6609
39.637,-38.061,-1.338,637.0555
39.637,-38.061,-0.674,638.6948
39.637,-38.061,-0.010,639.2188
39.637,-38.061,0.654,638.7556
39.637,-38.061,1.318,637.2178
39.637,-38.061,1.982,634.9718
39.637,-38.061,2.647,632.4057
39.637,-38.061,3.311,629.6575
39.637,-38.061,3.975,626.7933
39.637,-38.061,4.639,623.8695
39.637,-38.061,5.303,620.9137
39.637,-38.061,5.967,617.9448
39.637,-38.061,6.631,614.9806
39.637,-38.061,7.295,612.0121
39.637,-38.061,7.959,609.0609
39.637,-38.061,8.624,606.2415
39.637,-38.061,9.288,603.8011
39.637,-38.061,9.952,602.2737
39.637,-38.061,10.616,602.1611
39.637,-38.061,11.280,603.4227
39.637,-38.061,11.944,606.2118
39.637,-38.061,12.608,610.0941
39.637,-38.061,13.272,614.4996
39.637,-38.061,13.936,619.0558
39.637,-38.061,14.600,623.4719
39.637,-38.061,15.265,627.5088
39.637,-38.061,15.929,631.0070
39.637,-38.061,16.593,633.8555
39.637,-38.061,17.257,635.9282
39.637,-38.061,17.921,636.9828
39.637,-38.061,18.585,636.9670
39.637,-38.061,19.249,636.0783
39.637,-38.061,19.913,634.3476
39.637,-38.061,20.577,631.7125
39.637,-38.061,21.242,628.0783
39.637,-38.061,21.906,623.7165
39.637,-38.061,22.570,619.0443
39.637,-38.061,23.234,614.3418
39.637,-38.061,23.898,609.7799
39.637,-38.061,24.562,605.3957
39.637,-38.061,25.226,601.3893
39.637,-38.061,25.890,598.0303
39.637,-38.061,26.554,595.2747
39.637,-38.061,27.219,592.9496
39.637,-38.061,27.883,590.9961
39.637,-38.061,28.547,589.4789
39.637,-38.061,29.211,588.3879
39.637,-38.061,29.875,587.5975
39.637,-38.061,30.539,587.0063
39.637,-38.061,31.203,586.6381
39.637,-38.061,31.867,586.3624
39.637,-38.061,32.531,586.0772
39.637,-38.061,33.196,585.8181
39.637,-38.061,33.860,585.6403
39.637,-36.924,-18.605,617.3243
39.637,-36.924,-17.941,616.5957
39.637,-36.924,-17.277,615.5816
39.637,-36.924,-16.613,614.4860
39.637,-36.924,-15.949,613.3177
39.637,-36.924,-15.284,612.0790
39.637,-36.924,-14.620,610.7714
39.637,-36.924,-13.956,609.3798
39.637,-36.924,-13.292,607.9175
39.637,-36.924,-12.628,606.4332
39.637,-36.924,-11.964,605.0109
39.637,-36.924,-11.300,603.9326
39.637,-36.924,-10.636,603.4967
39.637,-36.924,-9.972,603.7787
39.637,-36.924,-9.307,604.9923
39.637,-36.924,-8.643,607.0281
39.637,-36.924,-7.979,609.5934
39.637,-36.924,-7.315,612.4885
39.637,-36.924,-6.651,615.5998
39.637,-36.924,-5.987,618.8272
39.637,-36.924,-5.323,622.0783
39.637,-36.924,-4.659,625.2861
39.637,-36.924,-3.995,628.4010
39.637,-36.924,-3.330,631.3924
39.637,-36.924,-2.666,634.2340
39.637,-36.924,-2.002,636.8693
39.637,-36.924,-1.338,639.1596
39.637,-36.924,-0.674,640.7321
39.637,-36.924,-0.010,641.2293
39.637,-36.924,0.654,640.7533
39.637,-36.924,1.318,639.1931
39.637,-36.924,1.982,636.8851
39.637,-36.924,2.647,634.1978
39.637,-36.924,3.311,631.2635
39.637,-36.924,3.975,628.1464
39.637,-36.924,4.639,624.9018
39.637,-36.924,5.303,621.5779
39.637,-36.924,5.967,618.2177
39.637,-36.924,6.631,614.8630
39.637,-36.924,7.295,611.5327
39.637,-36.924,7.959,608.2766
39.637,-36.924,8.624,605.2141
39.637,-36.924,9.288,602.5963
39.637,-36.924,9.952,600.9578
39.637,-36.924,10.616,600.7624
39.637,-36.924,11.280,601.9182
39.637,-36.924,11.944,604.5541
39.637,-36.924,12.608,608.2214
39.637,-36.924,13.272,612.3582
39.637,-36.924,13.936,616.6327
39.637,-36.924,14.600,620.8149
39.637,-36.924,15.265,624.7206
39.637,-36.924,15.929,628.2131
39.637,-36.924,16.593,631.1693
39.637,-36.924,17.257,633.4659
39.637,-36.924,17.921,634.9009
39.637,-36.924,18.585,635.3970
39.637,-36.924,19.249,635.0401
39.637,-36.924,19.913,633.8341
39.637,-36.924,20.577,631.7584
39.637,-36.924,21.242,628.7316
39.637,-36.924,21.906,624.9123
39.637,-36.924,22.570,620.6427
39.637,-36.924,23.234,616.2239
39.637,-36.924,23.898,611.8343
39.637,-36.924,24.562,607.5033
39.637,-36.924,25.226,603.4220
39.637,-36.924,25.890,599.7584
39.637,-36.924,26.554,596.4941
39.637,-36.924,27.219,593.5658
39.637,-36.924,27.883,590.9614
39.637,-36.924,28.547,588.7159
39.637,-36.924,29.211,586.9063
39.637,-36.924,29.875,585.5360
39.637,-36.924,30.539,584.4871
39.637,-36.924,31.203,583.7879
39.637,-36.924,31.867,583.3181
39.637,-36.924,32.531,582.9740
39.637,-36.924,33.196,582.6754
39.637,-36.924,33.860,582.5051
39.637,-35.788,-18.605,617.5054
39.637,-35.788,-17.941,616.8716
39.637,-35.788,-17.277,615.9777
39.637,-35.788,-16.613,615.0222
39.637,-35.788,-15.949,614.0255
39.637,-35.788,-15.284,612.9655
39.637,-35.788,-14.620,611.8317
39.637,-35.788,-13.956,610.6309
39.637,-35.788,-13.292,609.3701
39.637,-35.788,-12.628,608.0841
39.637,-35.788,-11.964,606.8733
39.637,-35.788,-11.300,606.0025
39.637,-35.788,-10.636,605.7387
39.637,-35.788,-9.972,606.1472
39.637,-35.788,-9.307,607.4385
39.637,-35.788,-8.643,609.4900
39.637,-35.788,-7.979,612.0087
39.637,-35.788,-7.315,614.8208
39.637,-35.788,-6.651,617.8221
39.637,-35.788,-5.987,620.9092
39.637,-35.788,-5.323,623.9910
39.637,-35.788,-4.659,627.0124
39.637,-35.788,-3.995,629.9373
39.637,-35.788,-3.330,632.7413
39.637,-35.788,-2.666,635.4100
39.637,-35.788,-2.002,637.9014
39.637,-35.788,-1.338,640.0822
39.637,-35.788,-0.674,641.5847
39.637,-35.788,-0.010,642.0582
39.637,-35.788,0.654,641.5973
39.637,-35.788,1.318,640.0823
39.637,-35.788,1.982,637.8305
39.637,-35.788,2.647,635.1915
39.637,-35.788,3.311,632.2835
39.637,-35.788,3.975,629.1540
39.637,-35.788,4.639,625.8433
39.637,-35.788,5.303,622.3991
39.637,-35.788,5.967,618.8700
39.637,-35.788,6.631,615.3128
39.637,-35.788,7.295,611.7775
39.637,-35.788,7.959,608.3340
39.637,-35.788,8.624,605.0996
39.637,-35.788,9.288,602.3246
39.637,-35.788,9.952,600.5488
39.637,-35.788,10.616,600.2127
39.637,-35.788,11.280,601.2089
39.637,-35.788,11.944,603.6344
39.637,-35.788,12.608,607.0239
39.637,-35.788,13.272,610.8220
39.637,-35.788,13.936,614.7342
39.637,-35.788,14.600,618.5853
39.637,-35.788,15.265,622.2271
39.637,-35.788,15.929,625.5380
39.637,-35.788,16.593,628.3910
39.637,-35.788,17.257,630.6736
39.637,-35.788,17.921,632.2513
39.637,-35.788,18.585,633.0394
39.637,-35.788,19.249,633.0253
39.637,-35.788,19.913,632.1770
39.637,-35.788,20.577,630.5034
39.637,-35.788,21.242,627.9886
39.637,-35.788,21.906,624.7104
39.637,-35.788,22.570,620.8970
39.637,-35.788,23.234,616.8132
39.637,-35.788,23.898,612.6797
39.637,-35.788,24.562,608.6098
39.637,-35.788,25.226,604.7160
39.637,-35.788,25.890,601.0857
39.637,-35.788,26.554,597.7579
39.637,-35.788,27.219,594.6965
39.637,-35.788,27.883,591.8343
39.637,-35.788,28.547,589.1654
39.637,-35.788,29.211,586.8277
39.637,-35.788,29.875,584.8472
39.637,-35.788,30.539,583.1788
39.637,-35.788,31.203,581.8963
39.637,-35.788,31.867,580.9334
39.637,-35.788,32.531,580.2486
39.637,-35.788,33.196,579.7335
39.637,-35.788,33.860,579.5225
39.637,-34.652,-18.605,617.1595
39.637,-34.652,-17.941,616.5998
39.637,-34.652,-17.277,615.8126
39.637,-34.652,-16.613,614.9781
39.637,-34.652,-15.949,614.1172
39.637,-34.652,-15.284,613.2015
39.637,-34.652,-14.620,612.2186
39.637,-34.652,-13.956,611.1800
39.637,-34.652,-13.292,610.0935
39.637,-34.652,-12.628,608.9887
39.637,-34.652,-11.964,607.9589
39.637,-34.652,-11.300,607.2353
39.637,-34.652,-10.636,607.0610
39.637,-34.652,-9.972,607.4991
39.637,-34.652,-9.307,608.7353
39.637,-34.652,-8.643,610.6564
39.637,-34.652,-7.979,612.9999
39.637,-34.652,-7.315,615.6033
39.637,-34.652,-6.651,618.3722
39.637,-34.652,-5.987,621.2178
39.637,-34.652,-5.323,624.0572
39.637,-34.652,-4.659,626.8375
39.637,-34.652,-3.995,629.5353
39.637,-34.652,-3.330,632.1392
39.637,-34.652,-2.666,634.6369
39.637,-34.652,-2.002,636.9960
39.637,-34.652,-1.338,639.0922
39.637,-34.652,-0.674,640.5498
39.637,-34.652,-0.010,641.0068
39.637,-34.652,0.654,640.5556
39.637,-34.652,1.318,639.0736
39.637,-34.652,1.982,636.8815
39.637,-34.652,2.647,634.3313
39.637,-34.652,3.311,631.5388
39.637,-34.652,3.975,628.5409
39.637,-34.652,4.639,625.3628
39.637,-34.652,5.303,622.0369
39.637,-34.652,5.967,618.6025
39.637,-34.652,6.631,615.1094
39.637,-34.652,7.295,611.6159
39.637,-34.652,7.959,608.1993
39.637,-34.652,8.624,604.9776
39.637,-34.652,9.288,602.1977
39.637,-34.652,9.952,600.3862
39.637,-34.652,10.616,599.9595
39.637,-34.652,11.280,600.8128
39.637,-34.652,11.944,603.0193
39.637,-34.652,12.608,606.1244
39.637,-34.652,13.272,609.5983
39.637,-34.652,13.936,613.1789
39.637,-34.652,14.600,616.7169
39.637,-34.652,15.265,620.0891
39.637,-34.652,15.929,623.1860
39.637,-34.652,16.593,625.8912
39.637,-34.652,17.257,628.0921
39.637,-34.652,17.921,629.6946
39.637,-34.652,18.585,630.6332
39.637,-34.652,19.249,630.8560
39.637,-34.652,19.913,630.2915
39.637,-34.652,20.577,628.9213
39.637,-34.652,21.242,626.7805
39.637,-34.652,21.906,623.9492
39.637,-34.652,22.570,620.5698
39.637,-34.652,23.234,616.8247
39.637,-34.652,23.898,612.9491
39.637,-34.652,24.562,609.1273
39.637,-34.652,25.226,605.4553
39.637,-34.652,25.890,601.9642
39.637,-34.652,26.554,598.7172
39.637,-34.652,27.219,595.6879
39.637,-34.652,27.883,592.8104
39.637,-34.652,28.547,590.0681
39.637,-34.652,29.211,587.5460
39.637,-34.652,29.875,585.2287
39.637,-34.652,30.539,583.1053
39.637,-34.652,31.203,581.2696
39.637,-34.652,31.867,579.7293
39.637,-34.652,32.531,578.4991
39.637,-34.652,33.196,577.5443
39.637,-34.652,33.860,577.0539
39.637,-33.516,-18.605,616.2658
39.637,-33.516,-17.941,615.7721
39.637,-33.516,-17.277,615.0817
39.637,-33.516,-16.613,614.3434
39.637,-33.516,-15.949,613.5745
39.637,-33.516,-15.284,612.7574
39.637,-33.516,-14.620,611.8876
39.637,-33.516,-13.956,610.9693
39.637,-33.516,-13.292,610.0086
39.637,-33.516,-12.628,609.0322
39.637,-33.516,-11.964,608.1215
39.637,-33.516,-11.300,607.4845
39.637,-33.516,-10.636,607.3442
39.637,-33.516,-9.972,607.7578
39.637,-33.516,-9.307,608.8881
39.637,-33.516,-8.643,610.6308
39.637,-33.516,-7.979,612.7521
39.637,-33.516,-7.315,615.1040
39.637,-33.516,-6.651,617.5976
39.637,-33.516,-5.987,620.1488
39.637,-33.516,-5.323,622.6894
39.637,-33.516,-4.659,625.1754
39.637,-33.516,-3.995,627.5894
39.637,-33.516,-3.330,629.9272
39.637,-33.516,-2.666,632.1816
39.637,-33.516,-2.002,634.3304
39.637,-33.516,-1.338,636.2679
39.637,-33.516,-0.674,637.6276
39.637,-33.516,-0.010,638.0449
39.637,-33.516,0.654,637.6047
39.637,-33.516,1.318,636.1712
39.637,-33.516,1.982,634.0606
39.637,-33.516,2.647,631.6265
39.637,-33.516,3.311,628.9907
39.637,-33.516,3.975,626.1914
39.637,-33.516,4.639,623.2480
39.637,-33.516,5.303,620.1806
39.637,-33.516,5.967,617.0145
39.637,-33.516,6.631,613.7829
39.637,-33.516,7.295,610.5346
39.637,-33.516,7.959,607.3362
39.637,-33.516,8.624,604.3017
39.637,-33.516,9.288,601.6710
39.637,-33.516,9.952,599.9425
39.637,-33.516,10.616,599.5128
39.637,-33.516,11.280,600.2842
39.637,-33.516,11.944,602.3225
39.637,-33.516,12.608,605.2015
39.637,-33.516,13.272,608.4266
39.637,-33.516,13.936,611.7588
39.637,-33.516,14.600,615.0616
39.637,-33.516,15.265,618.2308
39.637,-33.516,15.929,621.1655
39.637,-33.516,16.593,623.7553
39.637,-33.516,17.257,625.8984
39.637,-33.516,17.921,627.5248
39.637,-33.516,18.585,628.5691
39.637,-33.516,19.249,628.9487
39.637,-33.516,19.913,628.5886
39.637,-33.516,20.577,627.4849
39.637,-33.516,21.242,625.6761
39.637,-33.516,21.906,623.2149
39.637,-33.516,22.570,620.1686
39.637,-33.516,23.234,616.6954
39.637,-33.516,23.898,613.0971
39.637,-33.516,24.562,609.5496
39.637,-33.516,25.226,606.1317
39.637,-33.516,25.890,602.7993
39.637,-33.516,26.554,599.5825
39.637,-33.516,27.219,596.5876
39.637,-33.516,27.883,593.8040
39.637,-33.516,28.547,591.1433
39.637,-33.516,29.211,588.5578
39.637,-33.516,29.875,586.0540
39.637,-33.516,30.539,583.7399
39.637,-33.516,31.203,581.6544
39.637,-33.516,31.867,579.7491
39.637,-33.516,32.531,578.0335
39.637,-33.516,33.196,576.5513
39.637,-33.516,33.860,575.6415
39.637,-32.380,-18.605,614.7129
39.637,-32.380,-17.941,614.2807
39.637,-32.380,-17.277,613.6800
39.637,-32.380,-16.613,613.0340
39.637,-32.380,-15.949,612.3568
39.637,-32.380,-15.284,611.6357
39.637,-32.380,-14.620,610.8701
39.637,-32.380,-13.956,610.0583
39.637,-32.380,-13.292,609.2037
39.637,-32.380,-12.628,608.3303
39.637,-32.380,-11.964,607.5124
39.637,-32.380,-11.300,606.9422
39.637,-32.380,-10.636,606.8277
39.637,-32.380,-9.972,607.2177
39.637,-32.380,-9.307,608.2556
39.637,-32.380,-8.643,609.8394
39.637,-32.380,-7.979,611.7529
39.637,-32.380,-7.315,613.8623
39.637,-32.380,-6.651,616.0843
39.637,-32.380,-5.987,618.3401
39.637,-32.380,-5.323,620.5717
39.637,-32.380,-4.659,622.7434
39.637,-32.380,-3.995,624.8391
39.637,-32.380,-3.330,626.8513
39.637,-32.380,-2.666,628.7785
39.637,-32.380,-2.002,630.6090
39.637,-32.380,-1.338,632.2599
39.637,-32.380,-0.674,633.4199
39.637,-32.380,-0.010,633.7701
39.637,-32.380,0.654,633.3622
39.637,-32.380,1.318,632.0654
39.637,-32.380,1.982,630.1514
39.637,-32.380,2.647,627.9354
39.637,-32.380,3.311,625.5341
39.637,-32.380,3.975,622.9913
39.637,-32.380,4.639,620.3329
39.637,-32.380,5.303,617.5754
39.637,-32.380,5.967,614.7338
39.637,-32.380,6.631,611.8293
39.637,-32.380,7.295,608.8956
39.637,-32.380,7.959,605.9860
39.637,-32.380,8.624,603.2086
39.637,-32.380,9.288,600.7926
39.637,-32.380,9.952,599.2032
39.637,-32.380,10.616,598.8208
39.637,-32.380,11.280,599.5573
39.637,-32.380,11.944,601.4779
39.637,-32.380,12.608,604.1960
39.637,-32.380,13.272,607.2563
39.637,-32.380,13.936,610.4322
39.637,-32.380,14.600,613.5975
39.637,-32.380,15.265,616.6549
39.637,-32.380,15.929,619.5056
39.637,-32.380,16.593,622.0411
39.637,-32.380,17.257,624.1753
39.637,-32.380,17.921,625.8558
39.637,-32.380,18.585,627.0006
39.637,-32.380,19.249,627.5108
39.637,-32.380,19.913,627.3225
39.637,-32.380,20.577,626.4584
39.637,-32.380,21.242,624.9503
39.637,-32.380,21.906,622.7986
39.637,-32.380,22.570,620.0492
39.637,-32.380,23.234,616.8674
39.637,-32.380,23.898,613.5380
39.637,-32.380,24.562,610.2513
39.637,-32.380,25.226,607.0586
39.637,-32.380,25.890,603.8990
39.637,-32.380,26.554,600.7873
39.637,-32.380,27.219,597.8712
39.637,-32.380,27.883,595.1397
39.637,-32.380,28.547,592.4952
39.637,-32.380,29.211,589.8568
39.637,-32.380,29.875,587.2501
39.637,-32.380,30.539,584.8373
39.637,-32.380,31.203,582.6254
39.637,-32.380,31.867,580.5245
39.637,-32.380,32.531,578.5123
39.637,-32.380,33.196,576.6948
39.637,-32.380,33.860,575.4918
39.637,-31.244,-18.605,612.5716
39.637,-31.244,-17.941,612.1964
39.637,-31.244,-17.277,611.6773
39.637,-31.244,-16.613,611.1215
39.637,-31.244,-15.949,610.5408
39.637,-31.244,-15.284,609.9297
39.637,-31.244,-14.620,609.2837
39.637,-31.244,-13.956,608.5986
39.637,-31.244,-13.292,607.8765
39.637,-31.244,-12.628,607.1344
39.637,-31.244,-11.964,606.4384
39.637,-31.244,-11.300,605.9650
39.637,-31.244,-10.636,605.9020
39.637,-31.244,-9.972,606.2908
39.637,-31.244,-9.307,607.2540
39.637,-31.244,-8.643,608.6903
39.637,-31.244,-7.979,610.3982
39.637,-31.244,-7.315,612.2549
39.637,-31.244,-6.651,614.1821
39.637,-31.244,-5.987,616.1110
39.637,-31.244,-5.323,617.9908
39.637,-31.244,-4.659,619.7943
39.637,-31.244,-3.995,621.5129
39.637,-31.244,-3.330,623.1419
39.637,-31.244,-2.666,624.6823
39.637,-31.244,-2.002,626.1283
39.637,-31.244,-1.338,627.4179
39.637,-31.244,-0.674,628.3195
39.637,-31.244,-0.010,628.5900
39.637,-31.244,0.654,628.2445
39.637,-31.244,1.318,627.1778
39.637,-31.244,1.982,625.5895
39.637,-31.244,2.647,623.7212
39.637,-31.244,3.311,621.6686
39.637,-31.244,3.975,619.4729
39.637,-31.244,4.639,617.1640
39.637,-31.244,5.303,614.7578
39.637,-31.244,5.967,612.2641
39.637,-31.244,6.631,609.6989
39.637,-31.244,7.295,607.0875
39.637,-31.244,7.959,604.4781
39.637,-31.244,8.624,601.9737
39.637,-31.244,9.288,599.7830
