x,y,z,k
9.457,-43.741,-3.330,601.9914
9.457,-43.741,-2.666,602.9152
9.457,-43.741,-2.002,603.9108
9.457,-43.741,-1.338,604.8692
9.457,-43.741,-0.674,605.8260
9.457,-43.741,-0.010,606.8427
9.457,-43.741,0.654,607.9743
9.457,-43.741,1.318,609.1772
9.457,-43.741,1.982,610.3708
9.457,-43.741,2.647,611.5891
9.457,-43.741,3.311,612.8643
9.457,-43.741,3.975,614.1737
9.457,-43.741,4.639,615.5286
9.457,-43.741,5.303,616.8652
9.457,-43.741,5.967,618.2357
9.457,-43.741,6.631,619.6247
9.457,-43.741,7.295,620.9900
9.457,-43.741,7.959,622.2690
9.457,-43.741,8.624,623.5096
9.457,-43.741,9.288,624.6669
9.457,-43.741,9.952,625.7632
9.457,-43.741,10.616,626.7754
9.457,-43.741,11.280,627.6798
9.457,-43.741,11.944,628.4502
9.457,-43.741,12.608,629.0989
9.457,-43.741,13.272,629.6473
9.457,-43.741,13.936,630.0745
9.457,-43.741,14.600,630.3550
9.457,-43.741,15.265,630.5152
9.457,-43.741,15.929,630.6170
9.457,-43.741,16.593,630.6066
9.457,-43.741,17.257,630.4860
9.457,-43.741,17.921,630.2952
9.457,-43.741,18.585,630.0164
9.457,-43.741,19.249,629.7046
9.457,-43.741,19.913,629.3054
9.457,-43.741,20.577,628.8486
9.457,-43.741,21.242,628.3627
9.457,-43.741,21.906,627.8149
9.457,-43.741,22.570,627.2991
9.457,-43.741,23.234,626.7378
9.457,-43.741,23.898,626.1207
9.457,-43.741,24.562,625.4901
9.457,-43.741,25.226,624.8608
9.457,-43.741,25.890,624.2265
9.457,-43.741,26.554,623.6074
9.457,-43.741,27.219,622.9413
9.457,-43.741,27.883,622.2762
9.457,-43.741,28.547,621.6181
9.457,-43.741,29.211,620.9906
9.457,-43.741,29.875,620.3818
9.457,-43.741,30.539,619.8092
9.457,-43.741,31.203,619.2590
9.457,-43.741,31.867,618.7197
9.457,-43.741,32.531,618.2851
9.457,-43.741,33.196,617.8950
9.457,-43.741,33.860,617.6442
9.457,-42.605,-18.605,595.5897
9.457,-42.605,-17.941,595.7388
9.457,-42.605,-17.277,596.0080
9.457,-42.605,-16.613,596.2538
9.457,-42.605,-15.949,596.4824
9.457,-42.605,-15.284,596.7459
9.457,-42.605,-14.620,597.0514
9.457,-42.605,-13.956,597.3447
9.457,-42.605,-13.292,597.5763
9.457,-42.605,-12.628,597.9048
9.457,-42.605,-11.964,598.2934
9.457,-42.605,-11.300,598.5965
9.457,-42.605,-10.636,598.9093
9.457,-42.605,-9.972,599.2928
9.457,-42.605,-9.307,599.6975
9.457,-42.605,-8.643,600.1339
9.457,-42.605,-7.979,600.5702
9.457,-42.605,-7.315,600.9802
9.457,-42.605,-6.651,601.5039
9.457,-42.605,-5.987,602.1264
9.457,-42.605,-5.323,602.7286
9.457,-42.605,-4.659,603.2765
9.457,-42.605,-3.995,603.8901
9.457,-42.605,-3.330,604.5818
9.457,-42.605,-2.666,605.2888
9.457,-42.605,-2.002,606.0443
9.457,-42.605,-1.338,606.8466
9.457,-42.605,-0.674,607.6764
9.457,-42.605,-0.010,608.5842
9.457,-42.605,0.654,609.5373
9.457,-42.605,1.318,610.5453
9.457,-42.605,1.982,611.6108
9.457,-42.605,2.647,612.7306
9.457,-42.605,3.311,613.9210
9.457,-42.605,3.975,615.1255
9.457,-42.605,4.639,616.3866
9.457,-42.605,5.303,617.6893
9.457,-42.605,5.967,619.0395
9.457,-42.605,6.631,620.3965
9.457,-42.605,7.295,621.7380
9.457,-42.605,7.959,623.0457
9.457,-42.605,8.624,624.3474
9.457,-42.605,9.288,625.5675
9.457,-42.605,9.952,626.7178
9.457,-42.605,10.616,627.7908
9.457,-42.605,11.280,628.7567
9.457,-42.605,11.944,629.6234
9.457,-42.605,12.608,630.3689
9.457,-42.605,13.272,630.9989
9.457,-42.605,13.936,631.4875
9.457,-42.605,14.600,631.8304
9.457,-42.605,15.265,632.0681
9.457,-42.605,15.929,632.2368
9.457,-42.605,16.593,632.3070
9.457,-42.605,17.257,632.2568
9.457,-42.605,17.921,632.1226
9.457,-42.605,18.585,631.9034
9.457,-42.605,19.249,631.6412
9.457,-42.605,19.913,631.3290
9.457,-42.605,20.577,630.9438
9.457,-42.605,21.242,630.5294
9.457,-42.605,21.906,630.0686
9.457,-42.605,22.570,629.6098
9.457,-42.605,23.234,629.1326
9.457,-42.605,23.898,628.5919
9.457,-42.605,24.562,628.0108
9.457,-42.605,25.226,627.4009
9.457,-42.605,25.890,626.8109
9.457,-42.605,26.554,626.2141
9.457,-42.605,27.219,625.5539
9.457,-42.605,27.883,624.8893
9.457,-42.605,28.547,624.2017
9.457,-42.605,29.211,623.5097
9.457,-42.605,29.875,622.8719
9.457,-42.605,30.539,622.1914
9.457,-42.605,31.203,621.4802
9.457,-42.605,31.867,620.7929
9.457,-42.605,32.531,620.1917
9.457,-42.605,33.196,619.6284
9.457,-42.605,33.860,619.2480
9.457,-41.469,-18.605,599.4691
9.457,-41.469,-17.941,599.6767
9.457,-41.469,-17.277,600.0112
9.457,-41.469,-16.613,600.3582
9.457,-41.469,-15.949,600.6612
9.457,-41.469,-15.284,601.0542
9.457,-41.469,-14.620,601.4180
9.457,-41.469,-13.956,601.7525
9.457,-41.469,-13.292,602.0407
9.457,-41.469,-12.628,602.3884
9.457,-41.469,-11.964,602.7724
9.457,-41.469,-11.300,603.0935
9.457,-41.469,-10.636,603.4152
9.457,-41.469,-9.972,603.7372
9.457,-41.469,-9.307,604.0714
9.457,-41.469,-8.643,604.4155
9.457,-41.469,-7.979,604.7848
9.457,-41.469,-7.315,605.1869
9.457,-41.469,-6.651,605.5932
9.457,-41.469,-5.987,605.9523
9.457,-41.469,-5.323,606.3384
9.457,-41.469,-4.659,606.7732
9.457,-41.469,-3.995,607.2359
9.457,-41.469,-3.330,607.7454
9.457,-41.469,-2.666,608.2297
9.457,-41.469,-2.002,608.7395
9.457,-41.469,-1.338,609.3614
9.457,-41.469,-0.674,610.0081
9.457,-41.469,-0.010,610.7108
9.457,-41.469,0.654,611.4749
9.457,-41.469,1.318,612.2946
9.457,-41.469,1.982,613.2019
9.457,-41.469,2.647,614.1619
9.457,-41.469,3.311,615.1764
9.457,-41.469,3.975,616.2509
9.457,-41.469,4.639,617.4009
9.457,-41.469,5.303,618.6003
9.457,-41.469,5.967,619.8295
9.457,-41.469,6.631,621.0787
9.457,-41.469,7.295,622.3445
9.457,-41.469,7.959,623.6141
9.457,-41.469,8.624,624.8706
9.457,-41.469,9.288,626.0655
9.457,-41.469,9.952,627.2090
9.457,-41.469,10.616,628.2948
9.457,-41.469,11.280,629.2738
9.457,-41.469,11.944,630.1496
9.457,-41.469,12.608,630.9116
9.457,-41.469,13.272,631.5831
9.457,-41.469,13.936,632.1497
9.457,-41.469,14.600,632.5670
9.457,-41.469,15.265,632.8650
9.457,-41.469,15.929,633.0742
9.457,-41.469,16.593,633.2273
9.457,-41.469,17.257,633.2797
9.457,-41.469,17.921,633.2202
9.457,-41.469,18.585,633.0773
9.457,-41.469,19.249,632.8809
9.457,-41.469,19.913,632.6621
9.457,-41.469,20.577,632.3827
9.457,-41.469,21.242,632.0498
9.457,-41.469,21.906,631.6836
9.457,-41.469,22.570,631.3132
9.457,-41.469,23.234,630.9459
9.457,-41.469,23.898,630.5011
9.457,-41.469,24.562,630.0007
9.457,-41.469,25.226,629.5030
9.457,-41.469,25.890,629.0225
9.457,-41.469,26.554,628.5193
9.457,-41.469,27.219,627.9750
9.457,-41.469,27.883,627.4158
9.457,-41.469,28.547,626.8313
9.457,-41.469,29.211,626.2482
9.457,-41.469,29.875,625.6675
9.457,-41.469,30.539,625.0262
9.457,-41.469,31.203,624.3602
9.457,-41.469,31.867,623.6979
9.457,-41.469,32.531,623.0792
9.457,-41.469,33.196,622.4756
9.457,-41.469,33.860,622.0494
9.457,-40.333,-18.605,604.3330
9.457,-40.333,-17.941,604.5554
9.457,-40.333,-17.277,604.9005
9.457,-40.333,-16.613,605.2582
9.457,-40.333,-15.949,605.4974
9.457,-40.333,-15.284,605.7804
9.457,-40.333,-14.620,606.0906
9.457,-40.333,-13.956,606.3865
9.457,-40.333,-13.292,606.6683
9.457,-40.333,-12.628,606.9247
9.457,-40.333,-11.964,607.1788
9.457,-40.333,-11.300,607.3885
9.457,-40.333,-10.636,607.6275
9.457,-40.333,-9.972,607.8781
9.457,-40.333,-9.307,608.1365
9.457,-40.333,-8.643,608.3924
9.457,-40.333,-7.979,608.6392
9.457,-40.333,-7.315,608.9258
9.457,-40.333,-6.651,609.2054
9.457,-40.333,-5.987,609.4226
9.457,-40.333,-5.323,609.7015
9.457,-40.333,-4.659,610.0149
9.457,-40.333,-3.995,610.3297
9.457,-40.333,-3.330,610.6873
9.457,-40.333,-2.666,611.0663
9.457,-40.333,-2.002,611.4675
9.457,-40.333,-1.338,611.9527
9.457,-40.333,-0.674,612.4618
9.457,-40.333,-0.010,613.0181
9.457,-40.333,0.654,613.6473
9.457,-40.333,1.318,614.3415
9.457,-40.333,1.982,615.1045
9.457,-40.333,2.647,615.9395
9.457,-40.333,3.311,616.8312
9.457,-40.333,3.975,617.7727
9.457,-40.333,4.639,618.7856
9.457,-40.333,5.303,619.8730
9.457,-40.333,5.967,621.0207
9.457,-40.333,6.631,622.1743
9.457,-40.333,7.295,623.3370
9.457,-40.333,7.959,624.5043
9.457,-40.333,8.624,625.6466
9.457,-40.333,9.288,626.7464
9.457,-40.333,9.952,627.8072
9.457,-40.333,10.616,628.8231
9.457,-40.333,11.280,629.7346
9.457,-40.333,11.944,630.5348
9.457,-40.333,12.608,631.2351
9.457,-40.333,13.272,631.8655
9.457,-40.333,13.936,632.4253
9.457,-40.333,14.600,632.8383
9.457,-40.333,15.265,633.1411
9.457,-40.333,15.929,633.3716
9.457,-40.333,16.593,633.5785
9.457,-40.333,17.257,633.6996
9.457,-40.333,17.921,633.6906
9.457,-40.333,18.585,633.6323
9.457,-40.333,19.249,633.5431
9.457,-40.333,19.913,633.4396
9.457,-40.333,20.577,633.2741
9.457,-40.333,21.242,633.0517
9.457,-40.333,21.906,632.7954
9.457,-40.333,22.570,632.5448
9.457,-40.333,23.234,632.2796
9.457,-40.333,23.898,631.9321
9.457,-40.333,24.562,631.5436
9.457,-40.333,25.226,631.1656
9.457,-40.333,25.890,630.7987
9.457,-40.333,26.554,630.4137
9.457,-40.333,27.219,629.9987
9.457,-40.333,27.883,629.5688
9.457,-40.333,28.547,629.1333
9.457,-40.333,29.211,628.6941
9.457,-40.333,29.875,628.2255
9.457,-40.333,30.539,627.7242
9.457,-40.333,31.203,627.1971
9.457,-40.333,31.867,626.6404
9.457,-40.333,32.531,626.0636
9.457,-40.333,33.196,625.4816
9.457,-40.333,33.860,625.0533
9.457,-39.197,-18.605,609.0505
9.457,-39.197,-17.941,609.2033
9.457,-39.197,-17.277,609.4034
9.457,-39.197,-16.613,609.6102
9.457,-39.197,-15.949,609.7737
9.457,-39.197,-15.284,609.9563
9.457,-39.197,-14.620,610.1555
9.457,-39.197,-13.956,610.3093
9.457,-39.197,-13.292,610.4437
9.457,-39.197,-12.628,610.5774
9.457,-39.197,-11.964,610.7417
9.457,-39.197,-11.300,610.8663
9.457,-39.197,-10.636,610.9900
9.457,-39.197,-9.972,611.1081
9.457,-39.197,-9.307,611.2319
9.457,-39.197,-8.643,611.3950
9.457,-39.197,-7.979,611.5640
9.457,-39.197,-7.315,611.7350
9.457,-39.197,-6.651,611.8999
9.457,-39.197,-5.987,612.0485
9.457,-39.197,-5.323,612.2595
9.457,-39.197,-4.659,612.5171
9.457,-39.197,-3.995,612.7987
9.457,-39.197,-3.330,613.1057
9.457,-39.197,-2.666,613.4364
9.457,-39.197,-2.002,613.8097
9.457,-39.197,-1.338,614.2579
9.457,-39.197,-0.674,614.7619
9.457,-39.197,-0.010,615.3131
9.457,-39.197,0.654,615.9001
9.457,-39.197,1.318,616.5345
9.457,-39.197,1.982,617.2496
9.457,-39.197,2.647,618.0433
9.457,-39.197,3.311,618.8916
9.457,-39.197,3.975,619.7682
9.457,-39.197,4.639,620.6802
9.457,-39.197,5.303,621.6761
9.457,-39.197,5.967,622.7349
9.457,-39.197,6.631,623.8039
9.457,-39.197,7.295,624.8650
9.457,-39.197,7.959,625.9078
9.457,-39.197,8.624,626.9209
9.457,-39.197,9.288,627.9154
9.457,-39.197,9.952,628.8417
9.457,-39.197,10.616,629.7094
9.457,-39.197,11.280,630.4860
9.457,-39.197,11.944,631.1606
9.457,-39.197,12.608,631.7471
9.457,-39.197,13.272,632.2497
9.457,-39.197,13.936,632.6707
9.457,-39.197,14.600,632.9918
9.457,-39.197,15.265,633.2472
9.457,-39.197,15.929,633.4527
9.457,-39.197,16.593,633.6210
9.457,-39.197,17.257,633.7310
9.457,-39.197,17.921,633.7384
9.457,-39.197,18.585,633.7236
9.457,-39.197,19.249,633.7194
9.457,-39.197,19.913,633.7048
9.457,-39.197,20.577,633.6382
9.457,-39.197,21.242,633.5294
9.457,-39.197,21.906,633.4137
9.457,-39.197,22.570,633.3016
9.457,-39.197,23.234,633.1561
9.457,-39.197,23.898,632.9419
9.457,-39.197,24.562,632.6872
9.457,-39.197,25.226,632.4463
9.457,-39.197,25.890,632.2044
9.457,-39.197,26.554,631.9354
9.457,-39.197,27.219,631.6270
9.457,-39.197,27.883,631.3027
9.457,-39.197,28.547,630.9824
9.457,-39.197,29.211,630.6462
9.457,-39.197,29.875,630.2780
9.457,-39.197,30.539,629.9037
9.457,-39.197,31.203,629.4997
9.457,-39.197,31.867,629.0351
9.457,-39.197,32.531,628.5034
9.457,-39.197,33.196,627.9740
9.457,-39.197,33.860,627.5936
9.457,-38.061,-18.605,612.3442
9.457,-38.061,-17.941,612.3907
9.457,-38.061,-17.277,612.4716
9.457,-38.061,-16.613,612.5498
9.457,-38.061,-15.949,612.6057
9.457,-38.061,-15.284,612.6658
9.457,-38.061,-14.620,612.7272
9.457,-38.061,-13.956,612.7901
9.457,-38.061,-13.292,612.8357
9.457,-38.061,-12.628,612.8679
9.457,-38.061,-11.964,612.9278
9.457,-38.061,-11.300,612.9792
9.457,-38.061,-10.636,613.0357
9.457,-38.061,-9.972,613.1115
9.457,-38.061,-9.307,613.1818
9.457,-38.061,-8.643,613.2712
9.457,-38.061,-7.979,613.3741
9.457,-38.061,-7.315,613.5073
9.457,-38.061,-6.651,613.6648
9.457,-38.061,-5.987,613.8273
9.457,-38.061,-5.323,614.0289
9.457,-38.061,-4.659,614.2735
9.457,-38.061,-3.995,614.5744
9.457,-38.061,-3.330,614.9057
9.457,-38.061,-2.666,615.2431
9.457,-38.061,-2.002,615.6288
9.457,-38.061,-1.338,616.1027
9.457,-38.061,-0.674,616.6630
9.457,-38.061,-0.010,617.2646
9.457,-38.061,0.654,617.8833
9.457,-38.061,1.318,618.5410
9.457,-38.061,1.982,619.2954
9.457,-38.061,2.647,620.1367
9.457,-38.061,3.311,621.0423
9.457,-38.061,3.975,621.9592
9.457,-38.061,4.639,622.8797
9.457,-38.061,5.303,623.8796
9.457,-38.061,5.967,624.9189
9.457,-38.061,6.631,625.9409
9.457,-38.061,7.295,626.9284
9.457,-38.061,7.959,627.8930
9.457,-38.061,8.624,628.8069
9.457,-38.061,9.288,629.6783
9.457,-38.061,9.952,630.4364
9.457,-38.061,10.616,631.1116
9.457,-38.061,11.280,631.7225
9.457,-38.061,11.944,632.2193
9.457,-38.061,12.608,632.6132
9.457,-38.061,13.272,632.9122
9.457,-38.061,13.936,633.1425
9.457,-38.061,14.600,633.3264
9.457,-38.061,15.265,633.4592
9.457,-38.061,15.929,633.5392
9.457,-38.061,16.593,633.5788
9.457,-38.061,17.257,633.5994
9.457,-38.061,17.921,633.5790
9.457,-38.061,18.585,633.5422
9.457,-38.061,19.249,633.4963
9.457,-38.061,19.913,633.4442
9.457,-38.061,20.577,633.3834
9.457,-38.061,21.242,633.3383
9.457,-38.061,21.906,633.3070
9.457,-38.061,22.570,633.2777
9.457,-38.061,23.234,633.2168
9.457,-38.061,23.898,633.1397
9.457,-38.061,24.562,633.0359
9.457,-38.061,25.226,632.9495
9.457,-38.061,25.890,632.8317
9.457,-38.061,26.554,632.6710
9.457,-38.061,27.219,632.4922
9.457,-38.061,27.883,632.2905
9.457,-38.061,28.547,632.0552
9.457,-38.061,29.211,631.7725
9.457,-38.061,29.875,631.4816
9.457,-38.061,30.539,631.1967
9.457,-38.061,31.203,630.8771
9.457,-38.061,31.867,630.4907
9.457,-38.061,32.531,630.0605
9.457,-38.061,33.196,629.6415
9.457,-38.061,33.860,629.3436
9.457,-36.924,-18.605,614.1665
9.457,-36.924,-17.941,614.1469
9.457,-36.924,-17.277,614.1351
9.457,-36.924,-16.613,614.1300
9.457,-36.924,-15.949,614.1210
9.457,-36.924,-15.284,614.1153
9.457,-36.924,-14.620,614.0949
9.457,-36.924,-13.956,614.0868
9.457,-36.924,-13.292,614.1013
9.457,-36.924,-12.628,614.1166
9.457,-36.924,-11.964,614.1397
9.457,-36.924,-11.300,614.1499
9.457,-36.924,-10.636,614.1797
9.457,-36.924,-9.972,614.2598
9.457,-36.924,-9.307,614.3464
9.457,-36.924,-8.643,614.4214
9.457,-36.924,-7.979,614.4871
9.457,-36.924,-7.315,614.6061
9.457,-36.924,-6.651,614.7948
9.457,-36.924,-5.987,615.0118
9.457,-36.924,-5.323,615.2361
9.457,-36.924,-4.659,615.4630
9.457,-36.924,-3.995,615.7592
9.457,-36.924,-3.330,616.1215
9.457,-36.924,-2.666,616.4955
9.457,-36.924,-2.002,616.8979
9.457,-36.924,-1.338,617.3853
9.457,-36.924,-0.674,617.9484
9.457,-36.924,-0.010,618.5813
9.457,-36.924,0.654,619.2582
9.457,-36.924,1.318,619.9837
9.457,-36.924,1.982,620.8100
9.457,-36.924,2.647,621.7242
9.457,-36.924,3.311,622.7172
9.457,-36.924,3.975,623.7624
9.457,-36.924,4.639,624.8478
9.457,-36.924,5.303,625.9795
9.457,-36.924,5.967,627.1489
9.457,-36.924,6.631,628.2527
9.457,-36.924,7.295,629.3110
9.457,-36.924,7.959,630.3294
9.457,-36.924,8.624,631.2507
9.457,-36.924,9.288,632.0675
9.457,-36.924,9.952,632.7179
9.457,-36.924,10.616,633.2359
9.457,-36.924,11.280,633.6803
9.457,-36.924,11.944,633.9754
9.457,-36.924,12.608,634.1437
9.457,-36.924,13.272,634.1984
9.457,-36.924,13.936,634.1884
9.457,-36.924,14.600,634.1687
9.457,-36.924,15.265,634.0956
9.457,-36.924,15.929,633.9566
9.457,-36.924,16.593,633.7877
9.457,-36.924,17.257,633.6247
9.457,-36.924,17.921,633.4565
9.457,-36.924,18.585,633.2999
9.457,-36.924,19.249,633.1043
9.457,-36.924,19.913,632.9120
9.457,-36.924,20.577,632.7440
9.457,-36.924,21.242,632.6390
9.457,-36.924,21.906,632.5682
9.457,-36.924,22.570,632.4831
9.457,-36.924,23.234,632.3728
9.457,-36.924,23.898,632.3258
9.457,-36.924,24.562,632.3168
9.457,-36.924,25.226,632.3192
9.457,-36.924,25.890,632.2870
9.457,-36.924,26.554,632.2550
9.457,-36.924,27.219,632.2493
9.457,-36.924,27.883,632.2147
9.457,-36.924,28.547,632.1054
9.457,-36.924,29.211,631.9176
9.457,-36.924,29.875,631.7287
9.457,-36.924,30.539,631.5392
9.457,-36.924,31.203,631.3013
9.457,-36.924,31.867,631.0151
9.457,-36.924,32.531,630.7182
9.457,-36.924,33.196,630.4353
9.457,-36.924,33.860,630.2336
9.457,-35.788,-18.605,614.7794
9.457,-35.788,-17.941,614.7667
9.457,-35.788,-17.277,614.7397
9.457,-35.788,-16.613,614.7175
9.457,-35.788,-15.949,614.7121
9.457,-35.788,-15.284,614.7115
9.457,-35.788,-14.620,614.6970
9.457,-35.788,-13.956,614.6785
9.457,-35.788,-13.292,614.6799
9.457,-35.788,-12.628,614.7078
9.457,-35.788,-11.964,614.7440
9.457,-35.788,-11.300,614.7426
9.457,-35.788,-10.636,614.7358
9.457,-35.788,-9.972,614.7879
9.457,-35.788,-9.307,614.8776
9.457,-35.788,-8.643,614.9324
9.457,-35.788,-7.979,614.9425
9.457,-35.788,-7.315,614.9898
9.457,-35.788,-6.651,615.1407
9.457,-35.788,-5.987,615.3485
9.457,-35.788,-5.323,615.5379
9.457,-35.788,-4.659,615.6998
9.457,-35.788,-3.995,615.9286
9.457,-35.788,-3.330,616.2740
9.457,-35.788,-2.666,616.6470
9.457,-35.788,-2.002,617.0464
9.457,-35.788,-1.338,617.5187
9.457,-35.788,-0.674,618.0618
9.457,-35.788,-0.010,618.7058
9.457,-35.788,0.654,619.4178
9.457,-35.788,1.318,620.2080
9.457,-35.788,1.982,621.0898
9.457,-35.788,2.647,622.0743
9.457,-35.788,3.311,623.1499
9.457,-35.788,3.975,624.3345
9.457,-35.788,4.639,625.6076
9.457,-35.788,5.303,626.9276
9.457,-35.788,5.967,628.3000
9.457,-35.788,6.631,629.5966
9.457,-35.788,7.295,630.8721
9.457,-35.788,7.959,632.1008
9.457,-35.788,8.624,633.1884
9.457,-35.788,9.288,634.1047
9.457,-35.788,9.952,634.7907
9.457,-35.788,10.616,635.3094
9.457,-35.788,11.280,635.6794
9.457,-35.788,11.944,635.8607
9.457,-35.788,12.608,635.8666
9.457,-35.788,13.272,635.7293
9.457,-35.788,13.936,635.4817
9.457,-35.788,14.600,635.2294
9.457,-35.788,15.265,634.9186
9.457,-35.788,15.929,634.5327
9.457,-35.788,16.593,634.1172
9.457,-35.788,17.257,633.7347
9.457,-35.788,17.921,633.3761
9.457,-35.788,18.585,633.0374
9.457,-35.788,19.249,632.6600
9.457,-35.788,19.913,632.3054
9.457,-35.788,20.577,631.9984
9.457,-35.788,21.242,631.7494
9.457,-35.788,21.906,631.5246
9.457,-35.788,22.570,631.2860
9.457,-35.788,23.234,631.0560
9.457,-35.788,23.898,630.9022
9.457,-35.788,24.562,630.8325
9.457,-35.788,25.226,630.8058
9.457,-35.788,25.890,630.7938
9.457,-35.788,26.554,630.8343
9.457,-35.788,27.219,630.9313
9.457,-35.788,27.883,631.0350
9.457,-35.788,28.547,631.0849
9.457,-35.788,29.211,631.0615
9.457,-35.788,29.875,631.0075
9.457,-35.788,30.539,630.9383
9.457,-35.788,31.203,630.8250
9.457,-35.788,31.867,630.6726
9.457,-35.788,32.531,630.4962
9.457,-35.788,33.196,630.3357
9.457,-35.788,33.860,630.2241
9.457,-34.652,-18.605,614.8124
9.457,-34.652,-17.941,614.8099
9.457,-34.652,-17.277,614.7834
9.457,-34.652,-16.613,614.7538
9.457,-34.652,-15.949,614.7474
9.457,-34.652,-15.284,614.7474
9.457,-34.652,-14.620,614.7309
9.457,-34.652,-13.956,614.6696
9.457,-34.652,-13.292,614.6094
9.457,-34.652,-12.628,614.6033
9.457,-34.652,-11.964,614.6100
9.457,-34.652,-11.300,614.5565
9.457,-34.652,-10.636,614.4470
9.457,-34.652,-9.972,614.4132
9.457,-34.652,-9.307,614.4565
9.457,-34.652,-8.643,614.4589
9.457,-34.652,-7.979,614.3940
9.457,-34.652,-7.315,614.3616
9.457,-34.652,-6.651,614.4352
9.457,-34.652,-5.987,614.5638
9.457,-34.652,-5.323,614.6928
9.457,-34.652,-4.659,614.8104
9.457,-34.652,-3.995,614.9832
9.457,-34.652,-3.330,615.2741
9.457,-34.652,-2.666,615.6122
9.457,-34.652,-2.002,615.9957
9.457,-34.652,-1.338,616.4344
9.457,-34.652,-0.674,616.9748
9.457,-34.652,-0.010,617.6069
9.457,-34.652,0.654,618.3226
9.457,-34.652,1.318,619.1445
9.457,-34.652,1.982,620.0644
9.457,-34.652,2.647,621.1108
9.457,-34.652,3.311,622.2594
9.457,-34.652,3.975,623.5383
9.457,-34.652,4.639,624.9381
9.457,-34.652,5.303,626.4120
9.457,-34.652,5.967,627.9417
9.457,-34.652,6.631,629.4193
9.457,-34.652,7.295,630.9119
9.457,-34.652,7.959,632.3817
9.457,-34.652,8.624,633.6946
9.457,-34.652,9.288,634.7848
9.457,-34.652,9.952,635.6190
9.457,-34.652,10.616,636.3066
9.457,-34.652,11.280,636.7492
9.457,-34.652,11.944,636.9543
9.457,-34.652,12.608,636.9064
9.457,-34.652,13.272,636.7006
9.457,-34.652,13.936,636.3740
9.457,-34.652,14.600,635.9847
9.457,-34.652,15.265,635.5000
9.457,-34.652,15.929,634.9281
9.457,-34.652,16.593,634.3477
9.457,-34.652,17.257,633.8010
9.457,-34.652,17.921,633.2584
9.457,-34.652,18.585,632.7141
9.457,-34.652,19.249,632.1582
9.457,-34.652,19.913,631.6651
9.457,-34.652,20.577,631.2293
9.457,-34.652,21.242,630.8433
9.457,-34.652,21.906,630.4887
9.457,-34.652,22.570,630.1635
9.457,-34.652,23.234,629.8677
9.457,-34.652,23.898,629.6228
9.457,-34.652,24.562,629.4673
9.457,-34.652,25.226,629.3811
9.457,-34.652,25.890,629.3380
9.457,-34.652,26.554,629.3635
9.457,-34.652,27.219,629.4633
9.457,-34.652,27.883,629.5986
9.457,-34.652,28.547,629.7153
9.457,-34.652,29.211,629.7980
9.457,-34.652,29.875,629.8602
9.457,-34.652,30.539,629.9000
9.457,-34.652,31.203,629.9164
9.457,-34.652,31.867,629.8984
9.457,-34.652,32.531,629.8472
9.457,-34.652,33.196,629.8003
9.457,-34.652,33.860,629.7672
9.457,-33.516,-18.605,614.6948
9.457,-33.516,-17.941,614.6738
9.457,-33.516,-17.277,614.5743
9.457,-33.516,-16.613,614.4241
9.457,-33.516,-15.949,614.3107
9.457,-33.516,-15.284,614.2442
9.457,-33.516,-14.620,614.1635
9.457,-33.516,-13.956,613.9914
9.457,-33.516,-13.292,613.8182
9.457,-33.516,-12.628,613.7286
9.457,-33.516,-11.964,613.6585
9.457,-33.516,-11.300,613.5205
9.457,-33.516,-10.636,613.3233
9.457,-33.516,-9.972,613.2011
9.457,-33.516,-9.307,613.1807
9.457,-33.516,-8.643,613.1265
9.457,-33.516,-7.979,613.0095
9.457,-33.516,-7.315,612.9460
9.457,-33.516,-6.651,612.9667
9.457,-33.516,-5.987,613.0246
9.457,-33.516,-5.323,613.0936
9.457,-33.516,-4.659,613.1784
9.457,-33.516,-3.995,613.3277
9.457,-33.516,-3.330,613.5793
9.457,-33.516,-2.666,613.8635
9.457,-33.516,-2.002,614.1745
9.457,-33.516,-1.338,614.5881
9.457,-33.516,-0.674,615.1352
9.457,-33.516,-0.010,615.7567
9.457,-33.516,0.654,616.4661
9.457,-33.516,1.318,617.2657
9.457,-33.516,1.982,618.2200
9.457,-33.516,2.647,619.3465
9.457,-33.516,3.311,620.5831
9.457,-33.516,3.975,621.9275
9.457,-33.516,4.639,623.4188
9.457,-33.516,5.303,625.0355
9.457,-33.516,5.967,626.6976
9.457,-33.516,6.631,628.3456
9.457,-33.516,7.295,630.0011
9.457,-33.516,7.959,631.5915
9.457,-33.516,8.624,633.0338
9.457,-33.516,9.288,634.2346
9.457,-33.516,9.952,635.1929
9.457,-33.516,10.616,636.0360
9.457,-33.516,11.280,636.5752
9.457,-33.516,11.944,636.8647
9.457,-33.516,12.608,636.8906
9.457,-33.516,13.272,636.7776
9.457,-33.516,13.936,636.5763
9.457,-33.516,14.600,636.2453
9.457,-33.516,15.265,635.7647
9.457,-33.516,15.929,635.2064
9.457,-33.516,16.593,634.6199
9.457,-33.516,17.257,634.0034
9.457,-33.516,17.921,633.3387
9.457,-33.516,18.585,632.6542
9.457,-33.516,19.249,631.9771
9.457,-33.516,19.913,631.3412
9.457,-33.516,20.577,630.7414
9.457,-33.516,21.242,630.1880
9.457,-33.516,21.906,629.6996
9.457,-33.516,22.570,629.2865
9.457,-33.516,23.234,628.9294
9.457,-33.516,23.898,628.6341
